[2025-03-16 13:42:12] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-16 13:42:12] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-16 13:42:12] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-16 13:42:14] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-16 13:42:14] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-16 13:42:14] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-16 13:42:15] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532\
[2025-03-16 13:42:15] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/phoenix/
[2025-03-16 13:42:30] [class-ss-page.php:119] Checking Content Identical:abc251343f85dd43124f048b2980a988aa3bdf7f===. Value: FALSE
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css
[2025-03-16 13:42:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:786; Total: 815
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d54694864-5VRjpk.tmp
[2025-03-16 13:42:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css?simply_static_page=2490
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css?simply_static_page=2490
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:103] Filesize: 259 bytes
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d54694864-5VRjpk.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:30] [class-ss-page.php:119] Checking Content Identical:4321b6b8da55edf445b78a916e52920d773b27ec===. Value: FALSE
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css
[2025-03-16 13:42:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:785; Total: 815
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d5469e454-7IOKqO.tmp
[2025-03-16 13:42:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css?simply_static_page=2491
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css?simply_static_page=2491
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:103] Filesize: 239 bytes
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d5469e454-7IOKqO.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:30] [class-ss-page.php:119] Checking Content Identical:d2fb55c5c2550d1767234c8b3649b04cf2a03e10===. Value: FALSE
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css
[2025-03-16 13:42:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:784; Total: 815
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d546a6c87-BVxb7a.tmp
[2025-03-16 13:42:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css?simply_static_page=2492
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css?simply_static_page=2492
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:103] Filesize: 218 bytes
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d546a6c87-BVxb7a.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:30] [class-ss-page.php:119] Checking Content Identical:982249600cc15da0bcb603849eb5d124341ddc46===. Value: FALSE
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css
[2025-03-16 13:42:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:783; Total: 815
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d546b52f7-nOR8A3.tmp
[2025-03-16 13:42:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?simply_static_page=2493
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?simply_static_page=2493
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:103] Filesize: 198 bytes
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d546b52f7-nOR8A3.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:30] [class-ss-page.php:119] Checking Content Identical:3c9d293b60aff72e6ae2c13fd5848565c0964d0c===. Value: FALSE
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css
[2025-03-16 13:42:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:782; Total: 815
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d546beb17-hLEEjs.tmp
[2025-03-16 13:42:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css?simply_static_page=2494
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css?simply_static_page=2494
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:103] Filesize: 649 bytes
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d546beb17-hLEEjs.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:30] [class-ss-page.php:119] Checking Content Identical:5eddc4aa30be2758dbda6546719de123b72b6a13===. Value: FALSE
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css
[2025-03-16 13:42:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:781; Total: 815
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d546c7b1e-uG4glk.tmp
[2025-03-16 13:42:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css?simply_static_page=2495
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css?simply_static_page=2495
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:103] Filesize: 568 bytes
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d546c7b1e-uG4glk.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:30] [class-ss-page.php:119] Checking Content Identical:825625676d3daa8eb845fd217b99e76bb2c0d6b0===. Value: FALSE
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css
[2025-03-16 13:42:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:780; Total: 815
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d546d08a2-sFCQgo.tmp
[2025-03-16 13:42:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css?simply_static_page=2496
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css?simply_static_page=2496
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:103] Filesize: 310 bytes
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d546d08a2-sFCQgo.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:30] [class-ss-page.php:119] Checking Content Identical:190bc2b9f9477d2456cb09e5d59aecadf35fef78===. Value: FALSE
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css
[2025-03-16 13:42:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:779; Total: 815
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d546d9dee-tppsyi.tmp
[2025-03-16 13:42:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css?simply_static_page=2497
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css?simply_static_page=2497
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:103] Filesize: 278 bytes
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d546d9dee-tppsyi.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:30] [class-ss-page.php:119] Checking Content Identical:26282eb881da456455354dcfae2a0226012c68c6===. Value: FALSE
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css
[2025-03-16 13:42:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:778; Total: 815
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d546e2709-ea5FHW.tmp
[2025-03-16 13:42:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css?simply_static_page=2498
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css?simply_static_page=2498
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:103] Filesize: 384 bytes
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d546e2709-ea5FHW.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:30] [class-ss-page.php:119] Checking Content Identical:017ac17dd81532a7fe73e695e0b2dd4850cf1bd0===. Value: FALSE
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css
[2025-03-16 13:42:30] [class-ss-task.php:58] [PAGES STATUS] Remaining:777; Total: 815
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d546eb495-1kWXcW.tmp
[2025-03-16 13:42:30] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css?simply_static_page=2499
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css?simply_static_page=2499
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:103] Filesize: 349 bytes
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css
[2025-03-16 13:42:30] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d546eb495-1kWXcW.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:30] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:30] [class-ss-page.php:119] Checking Content Identical:b33f41ce8735f667a40fa2d81c50a2bb10054b65===. Value: FALSE
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css
[2025-03-16 13:42:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:776; Total: 815
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d547012cd-LPv6pI.tmp
[2025-03-16 13:42:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css?simply_static_page=2500
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css?simply_static_page=2500
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:103] Filesize: 394 bytes
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d547012cd-LPv6pI.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:31] [class-ss-page.php:119] Checking Content Identical:f9eb21dfbc669632c37d1666a24f03f99af2d1a5===. Value: FALSE
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css
[2025-03-16 13:42:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:775; Total: 815
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d5470a738-51bi06.tmp
[2025-03-16 13:42:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css?simply_static_page=2501
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css?simply_static_page=2501
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:103] Filesize: 358 bytes
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d5470a738-51bi06.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:31] [class-ss-page.php:119] Checking Content Identical:2f497c34ef82731df3cd8e9f4ad97046faa4e881===. Value: FALSE
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css
[2025-03-16 13:42:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:774; Total: 815
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d54716f2c-P5G2zE.tmp
[2025-03-16 13:42:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css?simply_static_page=2502
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css?simply_static_page=2502
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:103] Filesize: 360 bytes
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Admin\AppData\Local\Temp/67d6d54716f2c-P5G2zE.tmp to C:\xampp\htdocs\phoenix/wp-content/uploads\simply-static\temp-files/simply-static-1-1742132532/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-16 13:42:31] [class-ss-page.php:119] Checking Content Identical:84088f6762bfecd307665a6f1247c93308fbba56===. Value: FALSE
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:69] URL: http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css
[2025-03-16 13:42:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:773; Total: 815
[2025-03-16 13:42:31] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-16 13:42:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Admin\AppData\Local\Temp/67d6d5472e9f0-PEdFHq.tmp
[2025-03-16 13:42:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/phoenix/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css?simply_static_page=2503
